,Scientific Name,Common Name,Locality,Latitude,Longitude,Date,mediaDownloadUrl
344,Acridotheres tristis,Common Myna,"Shyama Prasaad Mukharrji Udyan Old Mamurabad Road to MG Road, Jalgaon, Maharashtra, IN (21.017, 75.566)",21.0169,75.5662,10-Aug-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
345,Acridotheres tristis,Common Myna,"Shyama Prasaad Mukharrji Udyan Old Mamurabad Road to MG Road, Jalgaon, Maharashtra, IN (21.017, 75.566)",21.0169,75.5662,10-Aug-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
346,Acridotheres tristis,Common Myna,"Krushi Vidnyan Kendra,Mamurabad Road, Maharashtra, IN (21.041, 75.57)",21.041,75.5697,8-Aug-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
347,Acridotheres tristis,Common Myna,"Krushi Vidnyan Kendra,Mamurabad Road, Maharashtra, IN (21.041, 75.57)",21.041,75.5697,8-Aug-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
348,Acridotheres tristis,Common Myna,"Kachara Depto Jalgaon, Maharashtra, IN (21.032, 75.564)",21.0318,75.5639,7-Aug-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
349,Acridotheres tristis,Common Myna,"Kachara Depto Jalgaon, Maharashtra, IN (21.032, 75.564)",21.0318,75.5639,7-Aug-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
350,Acridotheres tristis,Common Myna,"Shivaji Nagar,Jalgaon, Maharashtra, IN (21.021, 75.566)",21.0214,75.5661,6-Aug-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
351,Acridotheres tristis,Common Myna,"Shivaji Nagar,Jalgaon, Maharashtra, IN (21.021, 75.566)",21.0214,75.5661,6-Aug-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
352,Acridotheres tristis,Common Myna,"Shivaji Nagar,Jalgaon, Maharashtra, IN (21.021, 75.566)",21.0214,75.5661,6-Aug-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
353,Acridotheres tristis,Common Myna,"Shyama Prasaad Mukharrji Udyan Old Mamurabad Road to MG Road, Jalgaon, Maharashtra, IN (21.017, 75.566)",21.0169,75.5662,4-Aug-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
354,Acridotheres tristis,Common Myna,"Shyama Prasaad Mukharrji Udyan Old Mamurabad Road to MG Road, Jalgaon, Maharashtra, IN (21.017, 75.566)",21.0169,75.5662,4-Aug-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
355,Acridotheres tristis,Common Myna,"Shyama Prasaad Mukharrji Udyan Old Mamurabad Road to MG Road, Jalgaon, Maharashtra, IN (21.017, 75.566)",21.0169,75.5662,4-Aug-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
356,Acridotheres tristis,Common Myna,"Kanalada Road, Jalgaon, Maharashtra, IN (21.021, 75.564)",21.0207,75.5636,5-Aug-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
357,Acridotheres tristis,Common Myna,"Kanalada Road, Jalgaon, Maharashtra, IN (21.021, 75.564)",21.0207,75.5636,5-Aug-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
358,Acridotheres tristis,Common Myna,"Krushi Vidnyan Kendra,Mamurabad Road, Maharashtra, IN (21.041, 75.57)",21.041,75.5697,4-Aug-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
