,Scientific Name,Common Name,Locality,Latitude,Longitude,Date,mediaDownloadUrl
73,Phoenicopterus roseus,Greater Flamingo,Kmbhargaon,18.2717,74.7984,7-Jan-2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
74,Phoenicopterus roseus,Greater Flamingo,"Bhandup Pumping Station, Mumbai",19.1411,72.961,15-Jan-2017,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
75,Phoenicopterus roseus,Greater Flamingo,"Bhandup Pumping Station, Mumbai",19.1411,72.961,30-Dec-2017,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
76,Phoenicopterus roseus,Greater Flamingo,"Bhandup Pumping Station, Mumbai",19.1411,72.961,30-Dec-2017,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
77,Phoenicopterus roseus,Greater Flamingo,Bhigwan -- Kumbhargaon Bird Sanctuary,18.2887,74.776,21-Apr-2015,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
78,Phoenicopterus roseus,Greater Flamingo,"Bhandup Pumping Station, Mumbai",19.1411,72.961,12-Dec-2016,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
79,Phoenicopterus roseus,Greater Flamingo,"Sonvad Reservoir, Dhule",21.0666,74.8246,8-Jan-2017,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
80,Phoenicopterus roseus,Greater Flamingo,Bhigwan -- Kumbhargaon Bird Sanctuary,18.2887,74.776,2-Dec-2016,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
81,Phoenicopterus roseus,Greater Flamingo,Kavdi Pat,18.5054,74.0006,30-Nov-2016,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
82,Phoenicopterus roseus,Greater Flamingo,Kapurwadi lake,19.1168,74.7798,29-Nov-2016,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
83,Phoenicopterus roseus,Greater Flamingo,"Sonvad Reservoir, Dhule",21.0666,74.8246,28-Oct-2016,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
84,Phoenicopterus roseus,Greater Flamingo,"Sonvad Reservoir, Dhule",21.0666,74.8246,20-Nov-2016,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
85,Phoenicopterus roseus,Greater Flamingo,"Bhandup Pumping Station, Mumbai",19.1411,72.961,25-Dec-2019,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
86,Phoenicopterus roseus,Greater Flamingo,Turzon hill lake,19.2183,72.8144,23-Aug-2015,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
87,Phoenicopterus roseus,Greater Flamingo,Bhigwan -- Diksal,18.3116,74.7927,16-Dec-2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
88,Phoenicopterus roseus,Greater Flamingo,Bhigwan -- Diksal,18.3116,74.7927,16-Dec-2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
89,Phoenicopterus roseus,Greater Flamingo,Bhigwan -- Diksal,18.3116,74.7927,16-Dec-2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
90,Phoenicopterus roseus,Greater Flamingo,Burma Pada,19.3856,72.7688,8-Oct-2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
91,Phoenicopterus roseus,Greater Flamingo,Bhigwan -- Kumbhargaon Bird Sanctuary,18.2887,74.776,1-Jan-2016,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
92,Phoenicopterus roseus,Greater Flamingo,Bhigwan -- Kumbhargaon Bird Sanctuary,18.2887,74.776,1-Jan-2016,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
93,Phoenicopterus roseus,Greater Flamingo,"Bhandup Pumping Station, Mumbai",19.1411,72.961,24-Oct-2015,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
94,Phoenicopterus roseus,Greater Flamingo,"Khelna dam, Aurangabad",20.4068,75.665,19-Aug-2015,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
95,Phoenicopterus roseus,Greater Flamingo,"Bhandup Pumping Station, Mumbai",19.1411,72.961,26-Nov-2019,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
96,Phoenicopterus roseus,Greater Flamingo,"Bhandup Pumping Station, Mumbai",19.1411,72.961,26-Nov-2019,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
97,Phoenicopterus roseus,Greater Flamingo,Bhigwan -- Kumbhargaon Bird Sanctuary,18.2887,74.776,27-Jan-2019,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
98,Phoenicopterus roseus,Greater Flamingo,Seawoods--Navi Mumbai,19.0101,73.0094,25-Aug-2019,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
99,Phoenicopterus roseus,Greater Flamingo,"Panje, Uran",18.908,72.9492,12-Aug-2019,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
100,Phoenicopterus roseus,Greater Flamingo,"Bhandup Pumping Station, Mumbai",19.1411,72.961,4-May-2019,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
101,Phoenicopterus roseus,Greater Flamingo,"Palm Beach Road, Navi Mumbai, Maharashtra, IN (19.007, 73.02)",19.0074,73.0197,4-May-2019,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
